id:ID(EVENT),event_type,type,event_subtype,publish_time,Entity_type
a09c05b7a239111eb94400242ac110010,justice,event,arrest_jail,1602345600,event
a09c05d1e239111eb94400242ac110010,contact,event,phone_write,1602345600,event
a09c29bc4239111eb94400242ac110010,movement,event,transport,1602345600,event
a09c29f0c239111eb94400242ac110010,personell,event,start_position,1602345600,event
a09c2a10a239111eb94400242ac110010,personell,event,start_position,1602345600,event
a09c2a2e0239111eb94400242ac110010,contact,event,phone_write,1602345600,event
a09c332fa239111eb94400242ac110010,personell,event,start_position,1602345600,event
a09c438c6239111eb94400242ac110010,life,event,marry,1602345600,event
a09c81cca239111eb94400242ac110010,movement,event,transport,1602345600,event
a09c821ac239111eb94400242ac110010,movement,event,transport,1602345600,event
a09c824b8239111eb94400242ac110010,movement,event,transport,1602345600,event
