id:ID(EVENT),event_type,type,event_subtype,publish_time,Entity_type
a09c82788239111eb94400242ac110010,movement,event,transport,1602345600,event
a09c82940239111eb94400242ac110010,conflict,event,attack,1602345600,event
a09c82aee239111eb94400242ac110010,movement,event,transport,1602345600,event
a09c83890239111eb94400242ac110010,contact,event,meet,1602345600,event
a09c83a3e239111eb94400242ac110010,movement,event,transport,1602345600,event
a09c83c46239111eb94400242ac110010,movement,event,transport,1602345600,event
a09c83e6c239111eb94400242ac110010,movement,event,transport,1602345600,event
a09ca6318239111eb94400242ac110010,justice,event,charge_indict,1602345600,event
a09ca67be239111eb94400242ac110010,justice,event,charge_indict,1602345600,event
a09ce7854239111eb94400242ac110010,movement,event,transport,1602345600,event
a09ce7d04239111eb94400242ac110010,contact,event,meet,1602345600,event
a09ce80ba239111eb94400242ac110010,movement,event,transport,1602345600,event
a09ce8402239111eb94400242ac110010,movement,event,transport,1602345600,event
a09ce8696239111eb94400242ac110010,conflict,event,attack,1602345600,event
a09ce88d0239111eb94400242ac110010,movement,event,transport,1602345600,event
a09ce8b3c239111eb94400242ac110010,personell,event,end_position,1602345600,event
a09ce8d94239111eb94400242ac110010,personell,event,end_position,1602345600,event
a09cf7056239111eb94400242ac110010,movement,event,transport,1602345600,event
a09d2d5a2239111eb94400242ac110010,contact,event,meet,1602345600,event
a09d2dad4239111eb94400242ac110010,justice,event,sue,1602345600,event
a09d2deb2239111eb94400242ac110010,life,event,die,1602345600,event
a09d2e100239111eb94400242ac110010,justice,event,sue,1602345600,event
a09d2e434239111eb94400242ac110010,justice,event,sue,1602345600,event
a09d2f33e239111eb94400242ac110010,personell,event,end_position,1602345600,event
a09d2f6fe239111eb94400242ac110010,personell,event,end_position,1602345600,event
a09d2fa0a239111eb94400242ac110010,life,event,die,1602345600,event
a09d2fce4239111eb94400242ac110010,justice,event,sentence,1602345600,event
a09d30018239111eb94400242ac110010,justice,event,sue,1602345600,event
a09d3d3e4239111eb94400242ac110010,movement,event,transport,1602345600,event
a09d57db6239111eb94400242ac110010,movement,event,transport,1602345600,event
a09d648ae239111eb94400242ac110010,movement,event,transport,1602345600,event
a09d64cbe239111eb94400242ac110010,movement,event,transport,1602345600,event
a09d64e4e239111eb94400242ac110010,contact,event,meet,1602345600,event
a09d64fac239111eb94400242ac110010,conflict,event,attack,1602345600,event
a09d6524a239111eb94400242ac110010,conflict,event,attack,1602345600,event
a09d6545c239111eb94400242ac110010,justice,event,arrest_jail,1602345600,event
a09d65646239111eb94400242ac110010,contact,event,meet,1602345600,event
a09d65808239111eb94400242ac110010,movement,event,transport,1602345600,event
a09d74c54239111eb94400242ac110010,movement,event,transport,1602345600,event
a09d7501e239111eb94400242ac110010,movement,event,transport,1602345600,event
a09d752bc239111eb94400242ac110010,movement,event,transport,1602345600,event
a09d754ec239111eb94400242ac110010,movement,event,transport,1602345600,event
a09d9c4ca239111eb94400242ac110010,movement,event,transport,1602345600,event
a09d9c902239111eb94400242ac110010,movement,event,transport,1602345600,event
a09db3d3c239111eb94400242ac110010,transaction,event,transfer_money,1602345600,event
a09db4160239111eb94400242ac110010,transaction,event,transfer_money,1602345600,event
a09db4458239111eb94400242ac110010,transaction,event,transfer_money,1602345600,event
a09db46b0239111eb94400242ac110010,transaction,event,transfer_money,1602345600,event
a09db48e0239111eb94400242ac110010,transaction,event,transfer_money,1602345600,event
a09db4b06239111eb94400242ac110010,transaction,event,transfer_money,1602345600,event
a09db4d18239111eb94400242ac110010,transaction,event,transfer_money,1602345600,event
a09db4f3e239111eb94400242ac110010,transaction,event,transfer_money,1602345600,event
a09db510a239111eb94400242ac110010,personell,event,end_position,1602345600,event
a09db5308239111eb94400242ac110010,justice,event,arrest_jail,1602345600,event
a09dbf146239111eb94400242ac110010,contact,event,phone_write,1602345600,event
a09dbf56a239111eb94400242ac110010,life,event,die,1602345600,event
a09dd97da239111eb94400242ac110010,conflict,event,attack,1602345600,event
a09df56ce239111eb94400242ac110010,life,event,injure,1602345600,event
a09df5a2a239111eb94400242ac110010,life,event,die,1602345600,event
a09df5b74239111eb94400242ac110010,movement,event,transport,1602345600,event
a09e300b2239111eb94400242ac110010,movement,event,transport,1602345600,event
a09e303f0239111eb94400242ac110010,movement,event,transport,1602345600,event
a09e30684239111eb94400242ac110010,movement,event,transport,1602345600,event
a09e732ae239111eb94400242ac110010,movement,event,transport,1602345600,event
a09e79852239111eb94400242ac110010,movement,event,transport,1602345600,event
a09e79bcc239111eb94400242ac110010,movement,event,transport,1602345600,event
a09e79dfc239111eb94400242ac110010,movement,event,transport,1602345600,event
a09e8b0c0239111eb94400242ac110010,movement,event,transport,1602345600,event
a09e8b32c239111eb94400242ac110010,conflict,event,attack,1602345600,event
a09e8b584239111eb94400242ac110010,conflict,event,attack,1602345600,event
a09e8b778239111eb94400242ac110010,conflict,event,attack,1602345600,event
a09e8b930239111eb94400242ac110010,conflict,event,attack,1602345600,event
a09e8bac0239111eb94400242ac110010,movement,event,transport,1602345600,event
a09e8bcdc239111eb94400242ac110010,transaction,event,transfer_money,1602345600,event
a09e8be8a239111eb94400242ac110010,transaction,event,transfer_money,1602345600,event
a09e8c02e239111eb94400242ac110010,movement,event,transport,1602345600,event
a09eb84ee239111eb94400242ac110010,movement,event,transport,1602345600,event
a09eb8a8e239111eb94400242ac110010,contact,event,meet,1602345600,event
a09eb8e26239111eb94400242ac110010,justice,event,sentence,1602345600,event
a09eb90ec239111eb94400242ac110010,movement,event,transport,1602345600,event
a09eb92d6239111eb94400242ac110010,movement,event,transport,1602345600,event
a09eb94ca239111eb94400242ac110010,movement,event,transport,1602345600,event
a09eb97f4239111eb94400242ac110010,movement,event,transport,1602345600,event
a09eb9a42239111eb94400242ac110010,movement,event,transport,1602345600,event
a09eb9d3a239111eb94400242ac110010,movement,event,transport,1602345600,event
a09eb9fc4239111eb94400242ac110010,movement,event,transport,1602345600,event
a09eba1d6239111eb94400242ac110010,movement,event,transport,1602345600,event
a09eccb92239111eb94400242ac110010,personell,event,end_position,1602345600,event
a09ed9432239111eb94400242ac110010,life,event,marry,1602345600,event
a09ed97f2239111eb94400242ac110010,life,event,marry,1602345600,event
a09ee5ab6239111eb94400242ac110010,life,event,marry,1602345600,event
a09f18ff6239111eb94400242ac110010,movement,event,transport,1602345600,event
a09f194b0239111eb94400242ac110010,movement,event,transport,1602345600,event
a09f198c0239111eb94400242ac110010,movement,event,transport,1602345600,event
a09f19c6c239111eb94400242ac110010,movement,event,transport,1602345600,event
a09f19ee2239111eb94400242ac110010,movement,event,transport,1602345600,event
a09f1a19e239111eb94400242ac110010,life,event,die,1602345600,event
a09f1a3d8239111eb94400242ac110010,movement,event,transport,1602345600,event
a09f1a626239111eb94400242ac110010,movement,event,transport,1602345600,event
a09f1a91e239111eb94400242ac110010,movement,event,transport,1602345600,event
a09f1abe4239111eb94400242ac110010,movement,event,transport,1602345600,event
a09f1adf6239111eb94400242ac110010,movement,event,transport,1602345600,event
a09f1b0a8239111eb94400242ac110010,personell,event,end_position,1602345600,event
a09f1b36e239111eb94400242ac110010,personell,event,end_position,1602345600,event
a09f1b562239111eb94400242ac110010,movement,event,transport,1602345600,event
a09f2ad3c239111eb94400242ac110010,movement,event,transport,1602345600,event
a09f2b200239111eb94400242ac110010,movement,event,transport,1602345600,event
a09f2b516239111eb94400242ac110010,movement,event,transport,1602345600,event
a09f2b7fa239111eb94400242ac110010,movement,event,transport,1602345600,event
a09f2b9ee239111eb94400242ac110010,movement,event,transport,1602345600,event
a09f2bbba239111eb94400242ac110010,movement,event,transport,1602345600,event
a09f2bd90239111eb94400242ac110010,movement,event,transport,1602345600,event
a09f5082a239111eb94400242ac110010,life,event,die,1602345600,event
a09f50ce4239111eb94400242ac110010,life,event,die,1602345600,event
a09f50f50239111eb94400242ac110010,life,event,die,1602345600,event
a09f51220239111eb94400242ac110010,life,event,die,1602345600,event
a09f51432239111eb94400242ac110010,life,event,die,1602345600,event
a09f51630239111eb94400242ac110010,justice,event,arrest_jail,1602345600,event
a09f51838239111eb94400242ac110010,movement,event,transport,1602345600,event
a09f5bafe239111eb94400242ac110010,justice,event,arrest_jail,1602345600,event
a09f5bd6a239111eb94400242ac110010,life,event,die,1602345600,event
a09f5beb4239111eb94400242ac110010,life,event,die,1602345600,event
a09f94da4239111eb94400242ac110010,justice,event,arrest_jail,1602345600,event
a09f95128239111eb94400242ac110010,justice,event,trial_hearing,1602345600,event
a09f953ee239111eb94400242ac110010,justice,event,charge_indict,1602345600,event
a09f95600239111eb94400242ac110010,justice,event,appeal,1602345600,event
a09f957e0239111eb94400242ac110010,movement,event,transport,1602345600,event
a09f95984239111eb94400242ac110010,justice,event,arrest_jail,1602345600,event
a09f95b6e239111eb94400242ac110010,justice,event,sue,1602345600,event
a09f95d44239111eb94400242ac110010,justice,event,sentence,1602345600,event
a09f95f06239111eb94400242ac110010,justice,event,sentence,1602345600,event
a09f960fa239111eb94400242ac110010,movement,event,transport,1602345600,event
a09f962e4239111eb94400242ac110010,justice,event,sentence,1602345600,event
a09f96532239111eb94400242ac110010,justice,event,trial_hearing,1602345600,event
a09f966ea239111eb94400242ac110010,conflict,event,attack,1602345600,event
a09f96898239111eb94400242ac110010,movement,event,transport,1602345600,event
a09f96af0239111eb94400242ac110010,contact,event,phone_write,1602345600,event
a09f96cbc239111eb94400242ac110010,justice,event,charge_indict,1602345600,event
a09f97004239111eb94400242ac110010,justice,event,sue,1602345600,event
a09f9731a239111eb94400242ac110010,movement,event,transport,1602345600,event
a09f97568239111eb94400242ac110010,conflict,event,attack,1602345600,event
a09f97798239111eb94400242ac110010,movement,event,transport,1602345600,event
a09f9796e239111eb94400242ac110010,movement,event,transport,1602345600,event
a09f97c66239111eb94400242ac110010,conflict,event,attack,1602345600,event
a09f97eaa239111eb94400242ac110010,conflict,event,attack,1602345600,event
a09f980ee239111eb94400242ac110010,justice,event,sentence,1602345600,event
a09f98350239111eb94400242ac110010,justice,event,charge_indict,1602345600,event
a09f98512239111eb94400242ac110010,justice,event,charge_indict,1602345600,event
a09f986c0239111eb94400242ac110010,justice,event,appeal,1602345600,event
a09fa2b84239111eb94400242ac110010,conflict,event,attack,1602345600,event
a09fa2ef4239111eb94400242ac110010,life,event,die,1602345600,event
a09fc9e6e239111eb94400242ac110010,life,event,die,1602345600,event
a09fca242239111eb94400242ac110010,life,event,die,1602345600,event
a09fd42ec239111eb94400242ac110010,conflict,event,attack,1602345600,event
a09fd4634239111eb94400242ac110010,conflict,event,attack,1602345600,event
a09fdc49c239111eb94400242ac110010,conflict,event,attack,1602345600,event
a09fdc7c6239111eb94400242ac110010,life,event,die,1602345600,event
a09fe383c239111eb94400242ac110010,life,event,die,1602345600,event
0a00da42239111eb94400242ac110010,justice,event,arrest_jail,1602345600,event
0a00dd80239111eb94400242ac110010,justice,event,arrest_jail,1602345600,event
0a00e078239111eb94400242ac110010,justice,event,charge_indict,1602345600,event
0a00e35c239111eb94400242ac110010,movement,event,transport,1602345600,event
0a00e5aa239111eb94400242ac110010,justice,event,arrest_jail,1602345600,event
0a00e744239111eb94400242ac110010,movement,event,transport,1602345600,event
0a00e910239111eb94400242ac110010,justice,event,arrest_jail,1602345600,event
0a00eaa0239111eb94400242ac110010,justice,event,arrest_jail,1602345600,event
0a00ec08239111eb94400242ac110010,movement,event,transport,1602345600,event
0a00edd4239111eb94400242ac110010,justice,event,charge_indict,1602345600,event
0a01d5b4239111eb94400242ac110010,conflict,event,attack,1602345600,event
0a01d85c239111eb94400242ac110010,conflict,event,attack,1602345600,event
0a01d9c4239111eb94400242ac110010,conflict,event,attack,1602345600,event
0a02f462239111eb94400242ac110010,life,event,marry,1602345600,event
0a02f84a239111eb94400242ac110010,justice,event,arrest_jail,1602345600,event
0a02fa84239111eb94400242ac110010,personell,event,start_position,1602345600,event
0a02fd04239111eb94400242ac110010,personell,event,start_position,1602345600,event
0a0611ba239111eb94400242ac110010,conflict,event,attack,1602345600,event
0a067600239111eb94400242ac110010,movement,event,transport,1602345600,event
0aa0936a6239111eb94400242ac110010,justice,event,sentence,1602345600,event
0aa093a52239111eb94400242ac110010,movement,event,transport,1602345600,event
0aa093c3c239111eb94400242ac110010,contact,event,meet,1602345600,event
0aa093e80239111eb94400242ac110010,movement,event,transport,1602345600,event
0aa094074239111eb94400242ac110010,movement,event,transport,1602345600,event
0aa094344239111eb94400242ac110010,contact,event,phone_write,1602345600,event
0aa09466e239111eb94400242ac110010,contact,event,phone_write,1602345600,event
0aa09495c239111eb94400242ac110010,movement,event,transport,1602345600,event
0aa094b78239111eb94400242ac110010,transaction,event,transfer_money,1602345600,event
0aa094da8239111eb94400242ac110010,movement,event,transport,1602345600,event
0aa095168239111eb94400242ac110010,life,event,injure,1602345600,event
0aa0954d8239111eb94400242ac110010,conflict,event,attack,1602345600,event
0aa0956c2239111eb94400242ac110010,justice,event,sentence,1602345600,event
0aa096338239111eb94400242ac110010,personell,event,end_position,1602345600,event
0aa09655e239111eb94400242ac110010,justice,event,sentence,1602345600,event
0a0a294e239111eb94400242ac110010,movement,event,transport,1602345600,event
0a0ae05a239111eb94400242ac110010,movement,event,transport,1602345600,event
0a0c59e4239111eb94400242ac110010,movement,event,transport,1602345600,event
0a0c5e6c239111eb94400242ac110010,movement,event,transport,1602345600,event
0a0cf6a6239111eb94400242ac110010,movement,event,transport,1602345600,event
0a0cf9d0239111eb94400242ac110010,movement,event,transport,1602345600,event
0a0cfc32239111eb94400242ac110010,movement,event,transport,1602345600,event
0a0d4dea239111eb94400242ac110010,life,event,marry,1602345600,event
0a0d524a239111eb94400242ac110010,life,event,marry,1602345600,event
0a0e6b80239111eb94400242ac110010,life,event,die,1602345600,event
0a0e6f86239111eb94400242ac110010,movement,event,transport,1602345600,event
0a0e7148239111eb94400242ac110010,movement,event,transport,1602345600,event
0a0e72e2239111eb94400242ac110010,movement,event,transport,1602345600,event
0a0eeff6239111eb94400242ac110010,movement,event,transport,1602345600,event
0a0ef4ba239111eb94400242ac110010,movement,event,transport,1602345600,event
0a0ef7a8239111eb94400242ac110010,contact,event,meet,1602345600,event
0a0efb0e239111eb94400242ac110010,movement,event,transport,1602345600,event
0a0efe24239111eb94400242ac110010,contact,event,meet,1602345600,event
0a0f0162239111eb94400242ac110010,contact,event,meet,1602345600,event
0a0f0478239111eb94400242ac110010,contact,event,meet,1602345600,event
0a0f072a239111eb94400242ac110010,business,event,start_org,1602345600,event
0a0f1396239111eb94400242ac110010,movement,event,transport,1602345600,event
0a10f4c2239111eb94400242ac110010,conflict,event,attack,1602345600,event
0a10f92c239111eb94400242ac110010,movement,event,transport,1602345600,event
0a125bb4239111eb94400242ac110010,life,event,die,1602345600,event
0a12603c239111eb94400242ac110010,life,event,marry,1602345600,event
0a126366239111eb94400242ac110010,conflict,event,attack,1602345600,event
0a134d08239111eb94400242ac110010,contact,event,meet,1602345600,event
0a13521c239111eb94400242ac110010,contact,event,meet,1602345600,event
0a13f366239111eb94400242ac110010,business,event,start_org,1602345600,event
0a162848239111eb94400242ac110010,movement,event,transport,1602345600,event
0a162c12239111eb94400242ac110010,movement,event,transport,1602345600,event
0a162e2e239111eb94400242ac110010,business,event,start_org,1602345600,event
0a180230239111eb94400242ac110010,conflict,event,attack,1602345600,event
0a181194239111eb94400242ac110010,justice,event,arrest_jail,1602345600,event
0a18148c239111eb94400242ac110010,justice,event,arrest_jail,1602345600,event
0a18173e239111eb94400242ac110010,justice,event,arrest_jail,1602345600,event
0a18196e239111eb94400242ac110010,justice,event,arrest_jail,1602345600,event
0a1c5ace239111eb94400242ac110010,movement,event,transport,1602345600,event
0a1c5f06239111eb94400242ac110010,movement,event,transport,1602345600,event
0a1c61b8239111eb94400242ac110010,business,event,start_org,1602345600,event
0a1cda09e239111eb94400242ac110010,justice,event,arrest_jail,1602345600,event
0a20a21e239111eb94400242ac110010,movement,event,transport,1602345600,event
0a20a5b6239111eb94400242ac110010,justice,event,charge_indict,1602345600,event
0a21aa2e239111eb94400242ac110010,transaction,event,transfer_ownership,1602345600,event
0a21ad6c239111eb94400242ac110010,movement,event,transport,1602345600,event
0a21b014239111eb94400242ac110010,transaction,event,transfer_ownership,1602345600,event
0a23be40239111eb94400242ac110010,movement,event,transport,1602345600,event
0a2490c2239111eb94400242ac110010,movement,event,transport,1602345600,event
0a249324239111eb94400242ac110010,movement,event,transport,1602345600,event
0a2494be239111eb94400242ac110010,movement,event,transport,1602345600,event
0a249a0e239111eb94400242ac110010,movement,event,transport,1602345600,event
0a2621f8239111eb94400242ac110010,movement,event,transport,1602345600,event
0a262630239111eb94400242ac110010,movement,event,transport,1602345600,event
0a2628e2239111eb94400242ac110010,movement,event,transport,1602345600,event
0a262b30239111eb94400242ac110010,movement,event,transport,1602345600,event
0a276626239111eb94400242ac110010,conflict,event,demonstrate,1602345600,event
0a276a7c239111eb94400242ac110010,personell,event,start_position,1602345600,event
0a28379a239111eb94400242ac110010,movement,event,transport,1602345600,event
0a29a5f8239111eb94400242ac110010,conflict,event,attack,1602345600,event
0a2b306c239111eb94400242ac110010,movement,event,transport,1602345600,event
0a2b35bc239111eb94400242ac110010,conflict,event,attack,1602345600,event
0a2b38c8239111eb94400242ac110010,movement,event,transport,1602345600,event
0a2b3a8a239111eb94400242ac110010,movement,event,transport,1602345600,event
0a2cc436239111eb94400242ac110010,movement,event,transport,1602345600,event
0a2cc850239111eb94400242ac110010,movement,event,transport,1602345600,event
0a2cca30239111eb94400242ac110010,conflict,event,attack,1602345600,event
0a2ccc56239111eb94400242ac110010,conflict,event,attack,1602345600,event
0a2d66d4239111eb94400242ac110010,contact,event,meet,1602345600,event
0a2dc8d6239111eb94400242ac110010,movement,event,transport,1602345600,event
0a2e90e0239111eb94400242ac110010,movement,event,transport,1602345600,event
0a2e9518239111eb94400242ac110010,movement,event,transport,1602345600,event
0a2e9766239111eb94400242ac110010,movement,event,transport,1602345600,event
0a2e996e239111eb94400242ac110010,movement,event,transport,1602345600,event
0a2fe378239111eb94400242ac110010,business,event,start_org,1602345600,event
0a2fe616239111eb94400242ac110010,personell,event,start_position,1602345600,event
0a30edcc239111eb94400242ac110010,movement,event,transport,1602345600,event
0a30f11e239111eb94400242ac110010,life,event,die,1602345600,event
0a30f330239111eb94400242ac110010,life,event,die,1602345600,event
0a30f51a239111eb94400242ac110010,life,event,die,1602345600,event
0a30f786239111eb94400242ac110010,movement,event,transport,1602345600,event
0a30f97a239111eb94400242ac110010,life,event,die,1602345600,event
0a30fb64239111eb94400242ac110010,movement,event,transport,1602345600,event
0a317030239111eb94400242ac110010,movement,event,transport,1602345600,event
0a33729a239111eb94400242ac110010,justice,event,trial_hearing,1602345600,event
0a337876239111eb94400242ac110010,personell,event,start_position,1602345600,event
0a337a24239111eb94400242ac110010,justice,event,trial_hearing,1602345600,event
0a337d1c239111eb94400242ac110010,justice,event,charge_indict,1602345600,event
0a337ef2239111eb94400242ac110010,justice,event,arrest_jail,1602345600,event
0a33817c239111eb94400242ac110010,personell,event,start_position,1602345600,event
0a3383a2239111eb94400242ac110010,personell,event,start_position,1602345600,event
0a3384f6239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3386d6239111eb94400242ac110010,personell,event,end_position,1602345600,event
0a38dbf4239111eb94400242ac110010,transaction,event,transfer_ownership,1602345600,event
0a39ae62239111eb94400242ac110010,transaction,event,transfer_money,1602345600,event
0a3a6fbe239111eb94400242ac110010,contact,event,meet,1602345600,event
0a3a7338239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3dbcaa239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3dc2c2239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3dc56a239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3dc7cc239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3dc9de239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3dcc5e239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3dceac239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3dd0aa239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3dd294239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3dd636239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3dd9c4239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3ddc9e239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3ddf6e239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3de266239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3de50e239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3de7ac239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3de98c239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3deb62239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3ded9c239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3def7c239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3df18e239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3df36e239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3df51c239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3df6ca239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3df8c8239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3dfa8a239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3dfd78239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3dffe4239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3e0228239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3e03e0239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3e05ac239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3e07aa239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3ea0976239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3e1380239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3e15e2239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3e17b8239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3e19a2239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3e1b64239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3edbc6239111eb94400242ac110010,business,event,start_org,1602345600,event
0a3edf54239111eb94400242ac110010,movement,event,transport,1602345600,event
0a3fb3fc239111eb94400242ac110010,life,event,die,1602345600,event
0a3fb67c239111eb94400242ac110010,life,event,die,1602345600,event
0a3ff5ba239111eb94400242ac110010,life,event,die,1602345600,event
0a40de44239111eb94400242ac110010,contact,event,meet,1602345600,event
0a40e2b8239111eb94400242ac110010,contact,event,meet,1602345600,event
0a40e592239111eb94400242ac110010,contact,event,meet,1602345600,event
0a40e77c239111eb94400242ac110010,movement,event,transport,1602345600,event
0a40e9de239111eb94400242ac110010,contact,event,meet,1602345600,event
0a40ec4a239111eb94400242ac110010,contact,event,meet,1602345600,event
0a42c132239111eb94400242ac110010,justice,event,charge_indict,1602374040,event
0a42c60a239111eb94400242ac110010,personell,event,start_position,1602374040,event
0a42c7ae239111eb94400242ac110010,justice,event,charge_indict,1602374040,event
0a42c9c0239111eb94400242ac110010,justice,event,trial_hearing,1602374040,event
0a42cbbe239111eb94400242ac110010,transaction,event,transfer_money,1602374040,event
0a42cf7e239111eb94400242ac110010,transaction,event,transfer_money,1602374040,event
0a42d2ee239111eb94400242ac110010,justice,event,charge_indict,1602374040,event
0a42d4c4239111eb94400242ac110010,life,event,marry,1602374040,event
0a42d7f8239111eb94400242ac110010,personell,event,start_position,1602374040,event
0a42e2de239111eb94400242ac110010,personell,event,start_position,1602374040,event
0a436218239111eb94400242ac110010,contact,event,meet,1602345600,event
0a4650d6239111eb94400242ac110010,personell,event,start_position,1602345600,event
0a46550e239111eb94400242ac110010,justice,event,charge_indict,1602345600,event
0a46577a239111eb94400242ac110010,justice,event,sentence,1602345600,event
0a465996239111eb94400242ac110010,personell,event,start_position,1602345600,event
0a465b8a239111eb94400242ac110010,justice,event,release_parole,1602345600,event
0a465d9c239111eb94400242ac110010,justice,event,sue,1602345600,event
0a470dd2239111eb94400242ac110010,contact,event,meet,1602345600,event
0a47120a239111eb94400242ac110010,movement,event,transport,1602345600,event
0a47b624239111eb94400242ac110010,transaction,event,transfer_ownership,1602374640,event
0a47b9ee239111eb94400242ac110010,transaction,event,transfer_money,1602374640,event
0a47bc78239111eb94400242ac110010,transaction,event,transfer_money,1602374640,event
0a48665a239111eb94400242ac110010,personell,event,end_position,1602345600,event
0a4869e8239111eb94400242ac110010,movement,event,transport,1602345600,event
0a496244239111eb94400242ac110010,movement,event,transport,1602345600,event
0a4966a4239111eb94400242ac110010,movement,event,transport,1602345600,event
0a496988239111eb94400242ac110010,life,event,marry,1602345600,event
0a496c12239111eb94400242ac110010,movement,event,transport,1602345600,event
0a4a573a239111eb94400242ac110010,justice,event,sue,1602345600,event
0a4a5bc2239111eb94400242ac110010,business,event,start_org,1602345600,event
0a4a5e1a239111eb94400242ac110010,conflict,event,attack,1602345600,event
0a4bea096239111eb94400242ac110010,justice,event,sue,1602345600,event
0a4d381a239111eb94400242ac110010,conflict,event,attack,1602345600,event
0a4d3ad6239111eb94400242ac110010,justice,event,arrest_jail,1602345600,event
0a4d3c66239111eb94400242ac110010,life,event,die,1602345600,event
0a4d3f40239111eb94400242ac110010,life,event,die,1602345600,event
0a4d41c0239111eb94400242ac110010,movement,event,transport,1602345600,event
0a4d43aa239111eb94400242ac110010,movement,event,transport,1602345600,event
0a4d4616239111eb94400242ac110010,life,event,die,1602345600,event
0a4d47e2239111eb94400242ac110010,conflict,event,attack,1602345600,event
0a4d49ae239111eb94400242ac110010,conflict,event,attack,1602345600,event
0a4d4b48239111eb94400242ac110010,life,event,die,1602345600,event
0a4e7158239111eb94400242ac110010,movement,event,transport,1602345600,event
0a4e755e239111eb94400242ac110010,contact,event,meet,1602345600,event
0a4e7874239111eb94400242ac110010,contact,event,meet,1602345600,event
0a4e7b12239111eb94400242ac110010,conflict,event,attack,1602345600,event
0a4e7ca2239111eb94400242ac110010,movement,event,transport,1602345600,event
0a4e7e78239111eb94400242ac110010,movement,event,transport,1602345600,event
0a5012d8239111eb94400242ac110010,movement,event,transport,1602345600,event
0a501698239111eb94400242ac110010,movement,event,transport,1602345600,event
0a512740239111eb94400242ac110010,contact,event,meet,1602345600,event
0a512b78239111eb94400242ac110010,contact,event,phone_write,1602345600,event
0a512f88239111eb94400242ac110010,contact,event,meet,1602345600,event
0a513316239111eb94400242ac110010,movement,event,transport,1602345600,event
0a51353c239111eb94400242ac110010,contact,event,meet,1602345600,event
0a5302e0239111eb94400242ac110010,movement,event,transport,1602393727,event
0a5306fa239111eb94400242ac110010,movement,event,transport,1602393727,event
0a53a09b6239111eb94400242ac110010,movement,event,transport,1602393727,event
0a530c04239111eb94400242ac110010,movement,event,transport,1602393727,event
0a530e20239111eb94400242ac110010,justice,event,arrest_jail,1602393727,event
0a53103c239111eb94400242ac110010,movement,event,transport,1602393727,event
0a531208239111eb94400242ac110010,movement,event,transport,1602393727,event
0a55429e239111eb94400242ac110010,justice,event,appeal,1602394077,event
0a558bf0239111eb94400242ac110010,life,event,die,1602396621,event
0a568dd4239111eb94400242ac110010,conflict,event,attack,1602345600,event
0a569022239111eb94400242ac110010,movement,event,transport,1602345600,event
0a56925c239111eb94400242ac110010,movement,event,transport,1602345600,event
0a56941e239111eb94400242ac110010,justice,event,arrest_jail,1602345600,event
0a5695d6239111eb94400242ac110010,movement,event,transport,1602345600,event
0a569770239111eb94400242ac110010,movement,event,transport,1602345600,event
0a56989c239111eb94400242ac110010,movement,event,transport,1602345600,event
0a581cbc239111eb94400242ac110010,business,event,start_org,1602410136,event
0a5948f8239111eb94400242ac110010,business,event,start_org,1602419125,event
0a5ac854239111eb94400242ac110010,conflict,event,attack,1602393683,event
